letter,question,answer
ل,"لماذا سميت لامية العرب بهذا الاسم؟","لأن قافية البيت تنتهي بحرف اللام"
ل,"ما هو اسم بطل سلسلة ألعاب أسطورة زيلدا؟","لينك"
ل,"أي دولة تعرف ببلاد الأرز؟","لبنان"
ل,"ما هو الطبق الفرنسي الشهير الذي يتكون من اللحم المفروم والمعكرونة وصلصة البشاميل؟","اللازانيا"
ل,"ما اسم العملية الرياضية التي تعكس عملية الأس؟","لوغاريتم"
ل,"في الفقه الإسلامي ماذا يُسمى المال الضائع الذي يُعثر عليه؟","اللُقَطَة"
ل,"لهب النار الخالص الذي لا دخان فيه ؟","لظى"
ل,"بقلة زراعية قرونها خضراء تطبخ وتؤكل خضراء أو حبوباً مجففة","لوبيا"
ل,"أصوات يعبر بها كل قوم عن أغراضهم ؟","لغة"
ل,"من هي ذات الرداء الأحمر في الحكاية الخرافية الشهيرة؟","ليلى"
ل,"تقع منطقة العزيزية في دولة؟","ليبيا"
ل,"هو الإشارة بالعين ونحوها للمخاطبة والاستهزاء؟","اللمز"
ل,"هناك ناديان للعاصمة الإيطالية هما روما و؟","لاتسيو"
ل,"أكثر دولة قصفت في التاريخ","لاوس"
ل,"ما هي لغة الاستعلام المستخدمة في قواعد البيانات العلائقية؟","لغة الاستعلام الهيكلية"
ل,"في اي نادي أسباني لعب له اللاعب السعودي يحيى الشهري على سبيل الإعارة؟","ليغانيس"
ل,"تركيب صلب كروي يتشكل داخل أصداف بعض أنواع الرخويات والمحار ويصنف من الأحجار الكريمة؟","اللؤلؤ"
ل,"ما اسم الجزء الموسيقي الذي يتضمن الإيقاع والنغمة؟","لحن"
ل,"ما هي عملة دولة جورجيا؟","لاري"
ل,"ما هي الدولة المشهورة بأكلة المبكبكة؟","ليبيا"
ل,"ما معنى كلمة الحوقلة؟","لاحول ولاقوة الا بالله"
ل,"إحدى محافظات منطقة مكة المكرمة، يشبه اسمها أحد أسماء الأسد؟","الليث"
ل,"مقاومة السوائل للتدفق والانسياب","لزوجة"
ل,"مصطلح يطلق على مقاومة الانسياب وهي قوة تحول دون انسياب السائل بسهولة","اللزوجة"
ل,"نسق من الإشارات والرموز، تشكل أداة من أدوات المعرفة؟","لغة"
ل,"ما هو الشيء الذي يمر عليك مرة واحدة، لا يمكنك أن تلمسه أو تسترجعه، لكنك تشعر بوجوده بشكل دائم؟","اللحظة"
ل,"ما هو الاسم الآخر للبلاستيك؟","لدائن"
ل,"أي من شخصيات مارفل قام بتمثيلها الممثل توم هيدلستون؟","لوكي"
ل,"من اخوات ان تنصب المبتدأ وترفع الخبر تفيد للترجي ؟","لعل"
ل,"ما هو المتحف الأكبر في باريس؟","متحف اللوفر"
ل,"جهاز يستخدم لإدخال الحروف والكلمات لجهاز الكمبيوتر","لوحة المفاتيح"
ل,"صحابي ويعد من شعراء المعلقات السبع","لبيد بن ربيعة"
ل,"هو الشخص العاقل والحاذق والذكي، ومن أسرع الناس فهماً للأمور من حوله؟","اللبيب"
ل,"ما هي الدولة العربية التي لا يوجد بها صحراء؟","لبنان"
ل,"هو اسم علم مذكر من أصل عربي، ومعناه هو العاقل الحاذق الذكي الملازم للأمر لا يفتر عنه؟","لبيب"
ل,"ما اسم المستحضر الطبي الذي يحفز جهاز المناعة لمقاومة مرض معين؟","لقاح"
ل,"من اصحاب المعلقات العشرة ؟","لبيد بن ربيعة العامري"
ل,"عبارة تتردد في الحج ؟","لبيك اللهم لبيك"
ل,"واحة في إمارة أبو ظبي بدولة الإمارات العربية المتحدة","ليوا"
ل,"من هو سيد الطعام؟","اللحم"
ل,"عنصر فلزي قلوي مستخدم وبكثرة في بطاريات الأجهزة الإلكترونية؟","الليثيوم"
ل,"ما هو الاسم الآخر لمرض سرطان الدم؟","اللوكيميا"
ل,"شيء ينقض الوضوء ويفطر الصائم؟","لحم الجمل"
ل,"واحد من أكبر المعاجم العربية القديمة.","لسان العرب."
ل,"ما هو أكبر ملعب في المنطقة العربية؟","لوسيل"
ل,"كلمة تطلق على كل ما يُستطاب طعمه أو ما يُبهج النفس عند تذوقه","لذيذ"
ل,"ما ينبت من شعر على الخد والذقن؟","لحية"
ل,"من هو قائد البلاشفة؟","لينين"
ل,"ما هي عاصمة البيرو؟","ليما"
ل,"نظر إلى الشيء","لمقه"
ل,"ما هي المدينة التي تسمى بمدينة الضباب؟","لندن"
ل,"أول من صعد إلى الفضاء؟","الكلبة لايكا"
ل,"ديوان شهير وضعه الطغرائي لشاعر العصر العباسي المعروف؟","لامية العجم"
ل,"لماذا لا تمتص الأرض الدم؟","لعنة الله"
ل,"ما هو اسم شخصية البطل في لعبة “ذا ليجند أوف زيلدا”؟","لينك"
ل,"ما اسم الطائر المهاجر كبير الحجم ذو منقار وساقين طويلتين، ويرتبط في بعض الثقافات بجلب الأطفال؟","اللقلق"
ل,"ما اسم الجماعة من عدة أعضاء للنظر في قضية معينة أو لإنجاز عمل؟","لجنة"
ل,"حلوى منزلية على شكل كرات هشة وبعد قليها يتم غمرها في العسل","لقيمات"
ل,"لعبة أطفال شهيرة عبارة عن قطع بلاستيكية صغيرة على شكل مكعبات ومستطيلات، تُستخدم في البناء والتركيب لتشكيل نماذج مختلفة","ليغو"
ل,"ما اسم الأداة التي تُستخدم في الإضاءة وتبدأ بحرف ""ل""؟","لمبة"
ل,"هو فعل نفعله عندما يتسبب الشخص أمامنا بخطأ","لوم"
ل,"من أدوات الخيل؟","لجام"
ل,"رتبة عسكرية دون الفريق وفوق العميد","لواء"
ل,"حيوانات ليس لها عمود فقري؟","اللافقاريات"
ل,"نوع من الطيور","لقلق"
ل,"ما اسم المكسرات التي تُستخدم في الحلويات وتُبدأ بحرف ""ل""؟","لوز"
ل,"ما هي الدولة التي لقبت ببلد المليون حافظ لكتاب الله؟","ليبيا"
ل,"من رسم لوحة الموناليزا؟","ليوناردو دافنشي"
ل,"ما اسم الجزء الخارجي من الشجرة الذي يحميها؟","لحاء"
ل,"ما معنى الحوقلة؟","لاحول ولا قوة إلا بالله"
ل,"من هو الشاعر الذي أسلم من شعراء المعلقات السبع؟","لبيد بن ربيعة"
ل,"ما هو الاسم الذي يعني ماء الفضة؟","لجين"
ل,"من هو أجمل رجل في العالم؟","للي"
ل,"من هو الحارس الوحيد الفائز بجائزة الكرة الذهبية؟","ليف ياشين"
ل,"ماذا يسمى فاقد الأم؟","لطيم"
ل,"ما هو اسم أنثى الأسد؟","لبوة"
ل,"ما هي قصيدة الشنفرى التي أوصى عمر بن الخطاب رضي الله عنه بتعليمها للأولاد لأنها تعلم مكارم الأخلاق؟","لامية العرب"
ل,"من هو النادي الذي فاز بدوري أبطال أوروبا عام ٢٠٠٥؟","ليفربول"
ل,"بمعنى ظهر وبان له.","لاح."
ل,"اسم عَلم مؤنث بمعنى فضة أو بريق الفضة اللامع","لُجين"
ل,"ما هي الصفة الإلهية التي تعني عناية الله بعباده بطريقة خفية؟","لطف"
ل,"ما هي طبقة الشجر الخارجية؟","لحاء"
ل,"ما هي أكبر مدن أوروبا؟","لندن"
ل,"ما هو العنصر الذي يستخدم في صناعة البطاريات القابلة لإعادة الشحن؟","الليثيوم"
ل,"ما هو العنصر الكيميائي رقم 3 في الجدول الدوري؟","ليثيوم"
ل,"سمكة في حاويها والماء حولها سبحان خالقها وذوقك فيها","اللسان"
ل,"من هي الكاتبة الإنجليزية التي اشتهرت بروايات الأطفال مثل ""أليس في بلاد العجائب""؟","لويس كارول"
ل,"قال رسول الله صلى الله عليه وسلم من أحب لقاء الله أحب الله؟","لقاء"
ل,"أسود كسواد النمل وهادئ كهدوء الصخر","ليل"
ل,"ما هو اسم من أسماء الفضة؟","لجين"
ل,"رسام مشهور يبدأ اسمه بحرف اللام","ليوناردو دافنشي"
ل,"ما هو الغلاف الخارجي الصلب لساق الشجرة وجذورها وأغصانها؟","لحاء"
م,"من هو اللاعب الذي لعب في الهلال والاتحاد والوحدة والشباب؟","مختار فلاته"
م,"من أجار النبي صلى الله عليه وسلم بعد عودته من الطائف؟","المطعم بن عدي"
م,"من هو النبي الذي لقبه كليم الله؟","موسى"
م,"إحدى مشاريع رؤية 2030","المربع الجديد"
م,"من هو آخر من يموت؟","ملك الموت"
م,"ما هو مرادف كلمة مأساة؟","مصيبة"
م,"معلم سياحي موجود في أغلب الدول؟","متحف"
م,"ما معنى لفظ أعجمي؟","من مكان غير عربي"
م,"ما هو الاسم الجديد الذي تم إطلاقه على منطقة وسط الرياض ضمن المشاريع التطويرية؟","المسار"
م,"حديقة مشهورة في الرياض ولكنها مغلقة في الوقت الحالي؟","حديقة المعالم"
م,"أداة ذات ثقوب تُستخَدم لتصفية السوائل.","مصفاة"
م,"من هو اللاعب الذي سجل أسرع هدف في نهائي دوري أبطال أوروبا؟","مالديني"
م,"ما هو الكوكب الذي يعرف بالكوكب الأحمر؟","المريخ"
م,"من هو بطل مسلسل Prison Break؟","مايكل سكوفيلد"
م,"صحابي جليل، ولد في حجة الوداع ورباه علي بن أبي طالب (رضي الله عنه)","محمد بن أبي بكر الصديق (رضي الله عنهما)"
