الحرف,السؤال,الإجابة
ب,ماهو الاسم المعروف للطائر مالك الحزين، وهو طائر ذو أرجل طويلة؟,البلشون
ج,إحدى الآيات والعقوبات الإلهية التي أرسلها الله على فرعون وقومه,الجراد
ت,أكمل العبارة: قالت العرب: من تأنّى نال ما …؟,تمنى
ج,ماهي الرياضة التي تتطلب مرونة عالية وحركات دقيقة على الأرض أو على أجهزة خاصة؟,الجمباز
ج,ما الاسم الذي يُطلق على البئر العميق، وقد ورد في سورة يوسف؟,جُب
ط,ماهي المحافظة الّتي يقام فيها سنويًا مهرجان ولي العهد للهجن؟,الطائف
ف,"ماهي السورة الملقبة بـ""أم الكتاب""؟",الفاتحة
ت,ماهي عاصمة جورجيا؟,تبليسي
غ,ما أحد أسماء يوم القيامة الواردة في القرآن الكريم؟,الغاشية
س,نص مكتوب و مفصل يصور مشاهد و احداث و حوارات عمل فني أو يصف مساراً متوقعاً لأحداث مستقبلية,سيناريو
ن,ماهي الوحدة الّتي يُقاس فيها الارتفاع والانخفاض في سوق الأسهم السعودي؟,النقطة
ك,ماهي عاصمة جمهورية غينيا؟,كوناكري
ح,صحابي جليل لُقب بشاعر الأنصار و سمي بشاعر الرسول صلى الله عليه و سلم؟,حسان بن ثابت (رضي الله عنه)
هـ,ماهو الجهاز الذي يستخدم لقياس الرطوبة؟,الهيجرومتر
ذ,ماهي صفة السماء التي ذكرها الله سبحانه وتعالى في القرآن الكريم عندما أقسم بها؟,ذات البروج
ف,ماهي أكبر جزيرة في المملكة العربية السعودية من حيث المساحة والسكان؟,جزيرة فرسان
ظ,نوع من الثدييات الصغيرة تشتهر برائحة قوية و نفاذة تفرزها عند الشعور بالتهديد,ظربان
ت,ماهي السورة الوحيدة في القرآن الكريم الّتي لا تبدأ بالبسملة؟,سورة التوبة
هـ,ماهو المصطلح الذي يعني انعدام الجدية والمزاح في الأمور الجادة؟,هزل
د,كلمة بمعنى السير في آخر الليل أو أوله، ووردت في أحد الأحاديث النبوية الشريفة,الدُلجة
ك,ماهي المادة الشمعية البيضاء ولها رائحة نفاذة، وتستخرج من الأشجار وتستخدم في المراهم الطبية وطرد الحشرات؟,الكافور
ع,ماهي المادة التي لا يمكن تجزئتها إلى مواد أبسط منها؟,العنصر
م,ماهو الهرمون المسؤول عن تنظيم النوم في جسم الانسان؟,الميلاتونين
ف,ماهي أطول كلمة في القرآن الكريم وتتكون من 11 حرفاً؟,فأسقيناكموه
ص,ماهي المنطقة الّتي تقع في الجزء الجنوبي من مصر على امتداد نهر النيل؟,صعيد
هـ,"الوحدة المفضلة للفلاحين والزراعيين لقياس المساحات وتساوي 10,000 متر مربع",هكتار
س,ماهي أعلى قمة جبلية في المملكة العربية السعودية؟,جبل السودة
ش,من هو اليهودي الّذي عاصر النبي ﷺ، وعُرف بحقده على الإسلام ومحاولته إشعال الفتنة بين الأوس والخزرج وكاد أن ينجح لولا تدخل النبي ﷺ؟,شاس بن قيس
ك,ماهي الدولة التي عاصمتها أستانا؟,كازاخستان
ص,ماهي المادة اللزجة التي تفرزها بعض الأشجار، وخاصة الصنوبريات؟,صمغ
و,"ماهو نادي كرة القدم الإنجليزي الّذي ينافس في الدوري الممتاز، ويُلقّب بـ""المطارق""؟",ويست هام
ع,من هو الصحابي الذي أعطى مفاتيح الكعبة للرسول ﷺ؟,عثمان بن طلحة (رضي الله عنه)
غ,ماهي الدولة التي عاصمتها أكرا؟,غانا
ح,أحد ألقاب الصحابي الجليل عبدالله بن عباس (رضي الله عنه) وسمي بها لسعة علمه بفقه الدين وتفسير القرآن,حبر الأمة
ت,مالأكلة التي أوصى بها النبي صل الله عليه وسلم للمريض و الحزين وهي عبارة عن حساء يُصنع من دقيق الشعير ويُمزج مع الحليب والعسل؟,التلبينة
ع,ماهو المذهب الفلسفي الّذي يرفض الجوانب الأساسية في الوجود الإنساني، معتقدًا أن الحياة بلا معنى أو هدف؟,العدمية
م,ماهي عاصمة جمهورية ليبيريا؟,مونروفيا
ج,ماهي عاصمة جمهورية جيبوتي؟,جيبوتي
ح,ماهو المصطلح الّذي يطلق على المدة الزمنية الطويلة من الدهر غير محددة بدقة، قد تعني سنة أو عقوداً عديدة؟,حقبة
ط,ماهو التعصب والولاء بشكل مفرط لجماعة معينة بناءً على روابط عقدية مما يؤدي إلى الانقسام داخل المجتمع الواحد؟,الطائفية
س,ماهي الدولة التي تمتلك أكبر عدد من الجزر في العالم؟,السويد
ف,ماهي عاصمة جمهورية النمسا؟,فيينا
د,ماهي عاصمة الدولة السعودية الأولى؟,الدرعية
ر,ماهو الطائر الأسطوري هائل الحجم وقد ورد ذكره في رحلات السندباد البحري في كتاب ألف ليلة وليلة,الرخ
ح,ماهو الحيوان الّذي ينقل بيته فوق ظهره؟,الحلزون
ك,ماهو العنصر الذي يدخل في تركيب جميع المركبات العضوية؟,الكربون
س,نوع من الحرير الرقيق الناعم و الفاخر وهو من أرقى وأجمل ثياب أهل الجنة...,السندس
ر,كلمة تعني سعة العيش و الرفاهية و حسن الحال,رخاء
د,ماهي عاصمة أيرلندا؟,دبلن
ش,ماهي المعجزة النبوية الّتي حدثت لرسول الله ﷺ في صغره مع جبريل عليه السلام؟,شق الصدر
هـ,ماهو الحيوان الصغير الّذي يشتهر بتخزين الطعام في خديه؟,الهامستر
ك,ماهو الشيء الذي صانعه يبيعه ومشتريه لا يستعمله ومستعمله لا يعلم انه استعمله؟,الكفن
ر,ما الجزء المسؤول عن بناء البروتين داخل الخلية؟,الريبوسوم
ج,ماهي الهيئة أو الجهة المسؤولة عن مراقبة البضائع والرسوم المفروضة على الاستيراد والتصدير؟,الجمارك
ك,ماهي الرياضة الأكثر شعبية في العالم؟,كرة القدم
ع,ماهو الخليج الّذي تطل عليه مدينة الدمام؟,العربي
ض,ماهو الحيوان البرمائي الّذي يستخدم جلده للتنفس والشرب تحت الماء ويستطيع القفز لمسافة أعلى بخمسين مرة من حجمه؟,الضفدع
ش,ماهو اسم الخلق النبيل الذي يجمع بين الشجاعة والمروءة والنخوة والكرم؟,الشهامة
ت,ماهو الاسم الحقيقي لجنكيز خان؟,تيموجين
ق,ماهو الحيوان الذي لا يمتلك هيكلاً عظمياً؟,قنديل البحر
ز,ماهو المعدن الوحيد الذي يوجد في حالة سائلة عند درجة حرارة الغرفة القياسية، ويتميز بلونه الفضي؟,الزئبق
هـ,ماهو الغاز المستخدم في ملء البالونات والمناطيد؟,الهيليوم
ك,كلمة بمعنى تجهم الوجه و إظهار عدم الرضا...,كشرة
ص,ماهو الموقع الّذي يقام عليه سنويًا مهرجان الملك عبدالعزيز للإبل,الصياهد
ت,ماهو فرع الرياضيات المعني بدراسة معدل التغير اللحظي لكمية بالنسبة لأخرى؟,التفاضل
ذ,ماهي أول معركة بحرية كبرى في التاريخ الإسلامي ضد الإمبراطورية البيزنطية، وانتهت بانتصار ساحق للمسلمين؟,ذات الصواري
م,"ماهي السورة الكريمة التي ذكر فيها لفظ الجلالة ""الله"" في جميع آياتها، وذكر اللفظ 41 مرة في 22 آية",سورة المجادلة
