letter,question,answer
و,"ما هو أعمق وادي على سطح الأرض؟","وادي ريفييرا"
و,"ما المصطلح الذي يطلق على عبادة الأصنام والتماثيل؟","وثنية"
و,"ماذا يسمى نزول الماء كتلة واحدة من السحاب وذكر في القرآن؟","الودق"
و,"هو مايلزمنا به الشرع ويُثاب فاعله ويُعاقب على تركه","الواجب"
و,"ما هو مسلسل الأنمي الياباني الذي أنتج بواسطة ويت استديو وعرض على منصة نتفليكس في عام ٢٠٢٤، وهو مبني على سلسلة مانغا إييتشيرو أودا؟","ون بيس"
و,"ما هي الوزارة المسؤولة عن الإشراف الإداري والمالي على المحاكم وكتابات العدل في المملكة العربية السعودية؟","وزارة العدل"
و,"معلومات كاذبة عن شخص ما، تنقل بغرض غير صالح","وشاية"
و,"من هو الخال الوحيد لأولاد عمتك؟","والدك"
و,"تقع الفاو في وادي","وادي الدواسر"
و,"الغسل والمسح على أعضاء مخصوصة مع النية؟","الوضوء"
و,"ما الكلمة التي تعني العمل أو المهمة التي يقوم بها الشخص في حياته المهنية؟","وظيفة"
و,"في اللغة تعني كسر الشيء وتقال للبعير إذا ألقى براكبه فكسره.","وقاص."
و,"اسم مؤنث معناه العلامة الصغيرة","وسمية"
و,"هناك بيت أزرق على اليمين وبيت أحمر على اليسار، فأين يوجد البيت الأبيض؟","واشنطن"
و,"المعركة التي مثلت نهاية الحروب النابليونية","معركة واترلو"
و,"ما هو كل ما يتصوره الإنسان في عقله وتراه عيناه وهو غير صحيح؟","الوهم"
و,"ما هو مرادف كلمة العشاء؟","وليمة"
و,"يكنيها الانسان لما بعد وفاته؟","وصية"
و,"ما اسم المنطقة المنخفضة بين التلال أو الجبال؟","وادي"
و,"أغنية لراشد الماجد تبدأ بحرف الواو؟","ويلاه"
و,"الحيوانات التي تتكاثر بالولادة تسمى؟","ولودة"
و,"من هو رئيس وزراء بريطانيا في الحرب العالمية الثانية؟","ونستون تشرشل"
و,"أكمل المثل الشعبي: ""فص ملح...""؟","وذاب"
و,"ما هو لون الرئة الصحية؟","وردي"
و,"من الذي قتل سيدنا حمزة (رضي الله عنه) في غزوة أحد؟","وحشي بن حرب"
و,"هو حيوان بري أصغر من النمر و يسمى بسنور الجبل؟","وشق"
و,"ما هي الدولة التي يبدأ اسمها بحرف الواو؟","ويلز"
و,"ما هو المصطلح الذي يُطلق على كل ما يُعبد من دون الله سواء كان له صورة أو بلا صورة؟","وثن"
و,"من هو الخال الوحيد لأبناء عمتك؟","والدك"
و,"من هو الرجل الذي كان يقرأ الكتب السماوية، وبشّر النبي صلى الله عليه وسلم بأن ما نزل عليه هو وحي من الله؟","ورقة بن نوفل"
و,"ماهي العملة الرسمية في دولة كوريا؟","وون"
و,"من المناصب القديمة الحديثة ؟","والي"
و,"ما اسم طعام العرس في الإسلام؟","وليمة"
و,"شديد المطر وكثيره","وابل"
و,"ما هو اسم الجزء الذي يتم استخراجه من نبات الشاي ويستخدم في تحضير مشروب الشاي؟","ورقة الشاي"
و,"ما المصطلح الفيزيائي الذي يصف الضوء المنبعث من جسم ساخن جداً؟","وهج"
و,"هو شعور الإنسان بألم في مكان ما بجسمه؟","وجع"
و,"التخلص من جنين حي بسبب جنسه","الوئد"
و,"ما هو المصطلح الذي يعبر عن الموافقة والانسجام في المواقف الحياتية مع الآخرين؟","وئام"
و,"ما هو الشق بين الجبلين؟","الوادي"
و,"ما هو الشق الضيق بين الجبلين الذي تجري فيه المياه أحياناً؟","الوادي"
و,"من معاجم اللغة ؟","وجيز"
و,"ماذا يسمى عشاء الميت؟","الوضيمة"
و,"انتشار الجراثيم من شخص إلى آخر","وباء"
و,"ما اسم إحدى ركائب النبي صلى الله عليه وسلم من الخيل؟","وَرْد"
و,"ما هي القيمة التي تعبر عن التزام الشخص بوعده أو عهد بينه وبين آخر؟","وفاء"
و,"ما هي الوزارة المسؤولة عن خدمة المواطنين والمقيمين عن طريق تحقيق الأمن والاستقرار والطمأنينة؟","وزارة الداخلية"
و,"نوع فاخر من اللحوم اليابانية؟","واغيو"
و,"ما اسم وادي في جهنم؟","ويل"
و,"من هو مكتشف الدورة الدموية الكبرى ؟","وليم هارفي"
ي,"اعتقاد راسخ وثقة تامة بأمر واقع","يقين"
ي,"ما هي السورة التي يطلق عليها لقب قلب القرآن؟","يس"
ي,"أي رئة من الرئتين تنقسم لثلاثة فصوص اليمنى أم اليسرى؟","اليمنى"
ي,"ما هي عاصمة الكاميرون؟","ياوندي"
ي,"بمعنى المافيا لكن باللغة اليابانية؟","ياكوزا"
ي,"ما هو الشيء الذي يُستخدم في الطب التقليدي لعلاج بعض الأمراض، ويُعتبر من النباتات الاستوائية؟","ينسون"
ي,"من هو النبي الذي سخرت له الشمس؟","يوشع بن نون"
ي,"من هو النبي الذي ذُكر في القرآن وابنه يوسف؟","يعقوب"
ي,"ما معنى كلمة يختخت؟","يهمس"
ي,"ما اسم الإمبراطورية التي حكمت اليابان لأكثر من ألف عام؟","اليابانية"
ي,"من اللاعب السعودي الذي لعب في نادي ليغانيس الإسباني؟","يحيى الشهري"
ي,"ما هو نقيض النوم والغفلة؟","اليقظة"
ي,"سورة تسمى قلب القران ما هى ؟","يس"
ي,"ما اسم الغلام الذي رافق موسى أثناء مقابلته الخضر؟","يوشع بن نون (عليه السلام)"
ي,"ماذا تسمى ليلة 21 ديسمبر في السنة الفارسية؟","يلدا"
ي,"ما هي الدولة الآسيوية المعروفة بـ""أرض الشمس المشرقة""؟","يابان"
ي,"ماذا يطلق على آخر جمعة من شهر رمضان المبارك؟","اليتيمة"
ي,"ما هو الطائر الذي يهاجر لمسافات طويلة ويبدأ بحرف الياء؟","اليمامة"
ي,"ما اسم أصغر ابن لسيدنا نوح عليه السلام؟","يافث"
ي,"ما هي مرحلة النمو التي تسبق التحول إلى فراشة؟","يرقة"
ي,"أكثر دولة مطلة على البحر الأبيض المتوسط من حيث طول السواحل؟","اليونان"
ي,"قالوا في الأمثال: زامر الحي لا ...","يٌطرب"
ي,"ما هو النادي الإيطالي الذي يلقب بـ 'السيدة العجوز'؟","يوفنتوس"
ي,"أين أقيمت أول ألعاب الأولمبياد؟","اليونان"
ي,"ما هو الاسم الإغريقي لدولة الأردن؟","يوردانيم"
ي,"ماذا تطلق على السنة الشديدة العسيرة التي لا فرج فيها؟","اليهماء"
ي,"بمعنى أن يلفظ الشخص الكلام بفمه دون أن يصدر صوت","يتمتم"
ي,"نقطة تدفّق المياه الجوفيّة خارج الأرض؟","ينبوع"
ي,"من هو الخليفة الأموي الذي حكم في عهد واقعة كربلاء؟","يزيد"
ي,"من هو النبي الذي بُشرت به أمه وهي عاقر وأبوه شيخ كبير؟","يحيى"
ي,"ما هو الشيء الذي يعتبر من أندر الفواكه ويُزرع في مناطق معينة حول العالم؟","يام"
ي,"اسم النبي الذي تمنى الموت","يوسف"
ي,"ما هو الشيء الذي يبدأ بحرف الياء، يُعتبر من أقدم النباتات التي استخدمها الإنسان للطعام، ويُزرع في مناطق معينة ويشمل نوعًا من الحبوب؟","يقطين"
ي,"من هو القائد الروماني الشهير المعروف بـ""قيصر""؟","يوليوس"
ي,"ما اسم السجل الشخصي الذي يدون فيه الشخص أحداث وخواطر يومه؟","يوميات"
ي,"من هو النبي الذي تم دفنه في نهر النيل؟","يوسف عليه السلام"
ي,"ما اسم الجبل الذي يقع على بعد مرحلتين من مكة على طريق اليمن؟","يَلَمْلَم"
ي,"ما هي السورة التي تُسمى بقلب القرآن؟","يس"
ي,"في اي بلد نشأت رياضة الجودو؟","اليابان"
ي,"من هو الممثل الذي أدى دور رشاش؟","يعقوب الفرحان"
ي,"ما هو الاسم التاريخي للمدينة المنورة؟","يثرب"
ي,"ما اسم المدينة المنورة سابقًا؟","يثرب"
ي,"ما هو عكس كلمة ياباني؟","ياهادم"
ي,"قوم فاسدين حصرهم ذو القرنين خلف سد منيع، يخرجون في آخر الزمان كعلامة من علامات الساعة الكبرى","يأجوج ومأجوج"
ي,"ما معنى تموز في اللغة السريانية؟","يوليو"
ي,"أين ظهر خط المسند؟","اليمن"
ي,"ما هي الدولة التي تعرف بـ”بلاد الشمس المشرقة”؟","اليابان"
ي,"ما هو المصطلح الجغرافي الذي يطلق على الجزء الصلب من سطح الأرض الذي لا تغطيه المياه؟","يابسة"
